Link to gab,Sentiment Score
https://gab.com/emctsprime/posts/103882141677074042,0.05
https://gab.com/butterfliesRfree/posts/103880618168590204,0.022727272727272724
https://gab.com/CaptainCahab/posts/103875767048796645,-0.02631578947368421
https://gab.com/CaptainCahab/posts/103875765542573790,0.0
https://gab.com/JaydaFransen/posts/103874954293382040,0.06388888888888888
https://gab.com/cllrjolenebunting/posts/103874950045624745,0.06388888888888888
https://gab.com/The_Picts/posts/103873244872786432,0.0
https://gab.com/The_Picts/posts/103873238714501255,0.0
https://gab.com/The_Picts/posts/103873237337218529,0.0
https://gab.com/The_Picts/posts/103873234432108133,0.0
https://gab.com/OvationEddie/posts/103872731504238359,-0.03571428571428571
https://gab.com/DextrousNinja/posts/103870992416029920,0.0
https://gab.com/DextrousNinja/posts/103870991085531540,0.0
https://gab.com/DextrousNinja/posts/103870986083474926,0.0
