Date,Link to gab,Sentiment Score
2020-07-21T00:26:24.775Z,https://gab.com/OvationEddie/posts/104549003078779550,0.0
2020-11-08T03:29:48.017Z,https://gab.com/hthrun/posts/105172578316417517,0.0
2020-07-14T17:13:29.202Z,https://gab.com/rebelready/posts/104513326843524796,-0.005553571428571432
2020-07-14T15:49:12.966Z,https://gab.com/rebelready/posts/104512995502483571,0.03225806451612903
2020-07-12T02:29:21.458Z,https://gab.com/rebelready/posts/104498525708037564,6.30808536718839e-19
2020-04-16T03:28:38.588Z,https://gab.com/politicswarblog/posts/104006137839207226,-0.1894179894179894
2020-03-21T12:32:12.025Z,https://gab.com/ChuniyaChandChaukhan/posts/103861055124534482,0.0
2020-08-31T08:23:10.762Z,https://gab.com/PostMillennial_bot/posts/104783032521557654,0.0
2020-08-30T11:28:10.339Z,https://gab.com/PostMillennial_bot/posts/104778097634777911,0.0
2020-08-21T00:48:04.964Z,https://gab.com/TheEpochTimes_bot/posts/104724619905397365,0.03529411764705883
2020-08-18T09:53:32.374Z,https://gab.com/thetenders/posts/104709777789579639,0.038461538461538464
2020-08-04T22:11:03.745Z,https://gab.com/ConservativeReview_bot/posts/104633405501899157,0.01666666666666667
2020-08-03T17:06:27.809Z,https://gab.com/landedking/posts/104626545469965449,0.0
2020-07-26T00:42:05.436Z,https://gab.com/landedking/posts/104577376271711741,0.0
2020-07-21T14:41:21.010Z,https://gab.com/RancidLunchmeat/posts/104552364824599418,-0.20694444444444446
2020-07-08T02:52:44.226Z,https://gab.com/landedking/posts/104475968404696772,0.025000000000000005
2020-05-23T04:25:42.266Z,https://gab.com/MarcShamus/posts/104215867642009457,0.03257111031547122
2020-05-14T06:11:10.671Z,https://gab.com/ILANAMERCER/posts/104165321642340784,-0.006172839506172843
2020-02-12T15:23:19.968Z,https://gab.com/DoEAnon/posts/103646560208605903,0.03768939393939394
2020-02-28T12:03:54.447Z,https://gab.com/noboty/posts/103736372996037102,0.0
2020-02-15T00:13:02.918Z,https://gab.com/theunhivedmind/posts/103659967798323357,0.0
2020-02-15T00:12:41.840Z,https://gab.com/theunhivedmind/posts/103659966416144113,0.03571428571428571
2020-02-14T00:16:54.570Z,https://gab.com/theunhivedmind/posts/103654320667170052,0.05
2020-02-13T00:19:06.146Z,https://gab.com/theunhivedmind/posts/103648666977218896,0.0
2020-02-12T01:23:49.201Z,https://gab.com/theunhivedmind/posts/103643259148918468,-0.014285714285714287
2020-02-11T01:08:36.228Z,https://gab.com/theunhivedmind/posts/103637536998042240,-0.02142857142857143
2020-02-08T23:42:59.334Z,https://gab.com/theunhivedmind/posts/103625875728748949,0.0
2020-02-08T23:38:30.927Z,https://gab.com/theunhivedmind/posts/103625858145312587,0.0
2020-02-08T01:03:08.213Z,https://gab.com/theunhivedmind/posts/103620528577290639,0.02904040404040404
2020-02-08T01:01:59.801Z,https://gab.com/theunhivedmind/posts/103620524094185286,0.01851851851851852
2020-02-07T02:57:49.753Z,https://gab.com/theunhivedmind/posts/103615317255035222,0.017045454545454544
2020-02-07T02:44:26.292Z,https://gab.com/theunhivedmind/posts/103615264600606254,-0.015625
2020-01-30T02:03:51.902Z,https://gab.com/theunhivedmind/posts/103569806578812635,0.0
2020-01-27T23:39:24.826Z,https://gab.com/theunhivedmind/posts/103557913953833342,0.0
2020-01-27T00:41:50.915Z,https://gab.com/theunhivedmind/posts/103552497146235006,0.04363636363636364
2020-01-25T03:47:06.745Z,https://gab.com/theunhivedmind/posts/103541901012179172,0.037500000000000006
2020-01-25T03:44:28.321Z,https://gab.com/theunhivedmind/posts/103541890628659359,0.0
2020-05-01T13:33:31.709Z,https://gab.com/Tamaranorbust/posts/104093451000238821,0.12727272727272726
2020-03-31T14:23:19.100Z,https://gab.com/Tamaranorbust/posts/103918115157155933,0.044444444444444446
2020-03-21T01:30:43.577Z,https://gab.com/Tamaranorbust/posts/103858454099154049,0.24393939393939393
2020-03-20T00:45:47.859Z,https://gab.com/butterfliesRfree/posts/103852615111198659,0.037962962962962955
2020-02-07T16:33:24.245Z,https://gab.com/avoiceofliberty/posts/103618524225439259,0.019047619047619046
2020-02-06T13:30:39.988Z,https://gab.com/allnights/posts/103612143366817744,0.06666666666666667
2020-02-05T17:20:21.732Z,https://gab.com/allnights/posts/103607384246534284,0.07641782407407406
2020-02-05T14:58:24.459Z,https://gab.com/allnights/posts/103606826064455894,-0.037037037037037035
2020-02-05T12:03:37.175Z,https://gab.com/allnights/posts/103606138771053360,0.14722222222222223
2020-02-04T14:10:43.537Z,https://gab.com/avoiceofliberty/posts/103600976262008445,-0.08125
2020-02-03T15:47:58.631Z,https://gab.com/allnights/posts/103595696358349900,0.11666666666666667
2020-02-01T14:44:56.233Z,https://gab.com/avoiceofliberty/posts/103584123852261468,0.0
2020-11-13T16:10:45.899Z,https://gab.com/PJeffreyBlack/posts/105203882099883596,0.0008658008658008655
2020-11-08T07:39:59.134Z,https://gab.com/People4people/posts/105173562084288863,-0.03470982142857143
2020-11-05T01:02:37.321Z,https://gab.com/People4people/posts/105155012656948231,-0.041666666666666664
2020-11-05T00:50:35.263Z,https://gab.com/People4people/posts/105154965343971103,-0.041666666666666664
2020-11-05T00:31:21.225Z,https://gab.com/People4people/posts/105154889708157992,0.08833333333333333
