Link to gab,Sentiment Score
https://gab.com/AlbertCurtis/posts/105101846622211982,0.0
https://gab.com/AlbertCurtis/posts/105101842323851359,0.0
https://gab.com/AlbertCurtis/posts/105101841823129928,0.0
https://gab.com/AlbertCurtis/posts/105101841218923121,0.0
https://gab.com/AlbertCurtis/posts/105028221216421338,0.0
https://gab.com/AlbertCurtis/posts/105010958675780221,-0.049721359558316074
https://gab.com/AlbertCurtis/posts/105010958415518311,-0.049721359558316074
https://gab.com/AlbertCurtis/posts/105010939589704639,-0.049721359558316074
https://gab.com/AlbertCurtis/posts/105010939299697304,-0.049721359558316074
https://gab.com/AlbertCurtis/posts/105010939236447655,-0.049721359558316074
https://gab.com/AlbertCurtis/posts/105010938804737336,-0.049721359558316074
https://gab.com/AlbertCurtis/posts/105010938816741593,-0.049721359558316074
https://gab.com/AlbertCurtis/posts/105010930925923314,-0.049721359558316074
https://gab.com/AlbertCurtis/posts/105005562056712620,0.007046358659261887
https://gab.com/AlbertCurtis/posts/105005560809687511,0.007046358659261887
https://gab.com/AlbertCurtis/posts/105005560487079760,0.007046358659261887
https://gab.com/AlbertCurtis/posts/105005560030816632,0.007046358659261887
https://gab.com/AlbertCurtis/posts/105005559421003048,0.007046358659261887
https://gab.com/AlbertCurtis/posts/105005558769427576,0.007046358659261887
https://gab.com/AlbertCurtis/posts/105003321024452866,0.007046358659261887
https://gab.com/AlbertCurtis/posts/105003318605742600,0.007046358659261887
https://gab.com/AlbertCurtis/posts/105003318320790180,0.007046358659261887
https://gab.com/AlbertCurtis/posts/105003318051787910,0.007046358659261887
https://gab.com/AlbertCurtis/posts/105003310970912482,0.007046358659261887
https://gab.com/AlbertCurtis/posts/105003310729338212,0.007046358659261887
https://gab.com/AlbertCurtis/posts/105003310067747197,0.007046358659261887
https://gab.com/AlbertCurtis/posts/105003309785318801,0.007046358659261887
https://gab.com/AlbertCurtis/posts/105003309532270546,0.007046358659261887
https://gab.com/AlbertCurtis/posts/105003304836366306,0.007046358659261887
https://gab.com/AlbertCurtis/posts/104966061748899876,0.05
https://gab.com/AlbertCurtis/posts/104956741123017902,0.0
https://gab.com/AlbertCurtis/posts/104956647327121870,0.0
https://gab.com/AlbertCurtis/posts/104954794532382668,0.0
https://gab.com/AlbertCurtis/posts/104954674381406371,0.0
https://gab.com/AlbertCurtis/posts/104954674123232693,0.0
https://gab.com/AlbertCurtis/posts/104954673848601093,0.0
https://gab.com/AlbertCurtis/posts/104954673469897304,0.0
https://gab.com/AlbertCurtis/posts/104954660444824667,0.0
https://gab.com/AlbertCurtis/posts/104938694771518275,0.0
https://gab.com/AlbertCurtis/posts/104938685724528822,0.0
https://gab.com/AlbertCurtis/posts/104932289195506707,0.0
https://gab.com/AlbertCurtis/posts/104932288452882269,0.0
https://gab.com/AlbertCurtis/posts/104931956148197909,0.06634257952192735
https://gab.com/AlbertCurtis/posts/104931955835807004,0.06634257952192735
https://gab.com/AlbertCurtis/posts/104931955524515057,0.06634257952192735
https://gab.com/AlbertCurtis/posts/104931955278634102,0.06634257952192735
https://gab.com/AlbertCurtis/posts/104931952289202662,0.06634257952192735
https://gab.com/AlbertCurtis/posts/104931951439902357,0.06634257952192735
https://gab.com/AlbertCurtis/posts/104931943948680441,-0.2361111111111111
https://gab.com/AlbertCurtis/posts/104931937556215244,-0.2361111111111111
https://gab.com/AlbertCurtis/posts/104931934355294673,-0.2361111111111111
https://gab.com/AlbertCurtis/posts/104931929320638815,-0.2361111111111111
https://gab.com/AlbertCurtis/posts/104931841713761137,0.03666666666666667
https://gab.com/AlbertCurtis/posts/104931841458667484,0.03666666666666667
https://gab.com/AlbertCurtis/posts/104931840988487008,0.03666666666666667
https://gab.com/AlbertCurtis/posts/104931840563763689,0.03666666666666667
https://gab.com/AlbertCurtis/posts/104931840118012976,0.03666666666666667
https://gab.com/AlbertCurtis/posts/104931838912714476,0.03666666666666667
https://gab.com/AlbertCurtis/posts/104931833669172387,0.0
https://gab.com/AlbertCurtis/posts/104931830886530208,0.0
https://gab.com/AlbertCurtis/posts/104931830448693212,0.0
https://gab.com/AlbertCurtis/posts/104931830074143035,0.02692307692307692
https://gab.com/AlbertCurtis/posts/104931818263829511,0.0
https://gab.com/AlbertCurtis/posts/104513065237697109,-0.046666666666666655
https://gab.com/AlbertCurtis/posts/104233029413848853,0.0
https://gab.com/AlbertCurtis/posts/104230184077772491,0.0
https://gab.com/AlbertCurtis/posts/104227303280809631,-0.18240740740740743
https://gab.com/IMTrinews/posts/104089911654487559,0.017500000000000005
https://gab.com/FlawedInk/posts/104083735155402233,0.055859375
https://gab.com/FlawedInk/posts/104078446932819797,0.055859375
https://gab.com/FlawedInk/posts/104078430741203841,0.055859375
https://gab.com/FlawedInk/posts/104071490441772384,0.055859375
https://gab.com/FlawedInk/posts/104064861279912461,0.055859375
https://gab.com/FlawedInk/posts/104058990825957031,0.055859375
https://gab.com/FlawedInk/posts/104055623321231065,0.055859375
https://gab.com/FlawedInk/posts/104053146677682564,0.055859375
https://gab.com/FlawedInk/posts/104050362490921835,0.055859375
https://gab.com/FlawedInk/posts/104050360986178689,0.055859375
https://gab.com/FlawedInk/posts/104049304551548441,0.055859375
https://gab.com/FlawedInk/posts/104047496441128013,0.055859375
https://gab.com/FlawedInk/posts/104045117300578770,0.055859375
https://gab.com/FlawedInk/posts/104042515761062797,0.040234375
https://gab.com/FlawedInk/posts/104031208090283174,0.0
https://gab.com/AlbertCurtis/posts/103924491992878385,0.03958333333333333
