Link to gab,Sentiment Score
https://gab.com/simon-says/posts/104004692497274468,0.1006118881118881
https://gab.com/simon-says/posts/104004550291894370,0.21333333333333337
https://gab.com/greenLibertarian/posts/104003447545002664,-0.049999999999999996
https://gab.com/simon-says/posts/104000949126836626,-0.025
https://gab.com/simon-says/posts/104000926956108114,0.0
https://gab.com/simon-says/posts/104000901073958549,0.0
https://gab.com/simon-says/posts/104000888984283002,0.25
https://gab.com/SarahSylvia35/posts/103986929385480515,0.0
https://gab.com/tambbo/posts/103985766221042668,-0.010416666666666666
https://gab.com/RCam/posts/103974582802350038,0.2
